Site,Probe Model,Serial Number,Date,Time,Hole ID,Cable length (ft),Neutron Count (MD),Gamma Count (WD),Operator,Duration (s),Flag
Rivendell,503,H340702152,12/1/2014,,15,63,3898,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,64,4055,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,65,4041,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,66,3989,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,67,4158,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,68,4273,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,69,4111,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,70,4031,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,71,4135,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,72,3963,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,73,3800,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,74,3808,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,75,3817,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,76,3532,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,77,3753,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,78,3353,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,79,3290,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,80,3240,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,81,3188,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,82,4348,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,83,5449,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,84,5532,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,85,6237,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,86,6004,,2,25,
Rivendell,503,H340702152,12/1/2014,,15,87,6047,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,3,3361,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,4,3389,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,5,3427,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,6,3425,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,7,4419,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,8,4578,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,9,4259,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,10,5031,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,10,4970,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,10,4925,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,11,4483,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,12,3735,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,13,3546,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,14,3347,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,15,3437,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,16,3392,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,17,3529,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,18,3592,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,19,3650,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,20,3568,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,21,3636,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,22,3936,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,23,4019,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,24,4102,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,25,3962,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,26,3982,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,27,3833,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,28,3547,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,29,3591,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,30,3785,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,31,3819,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,32,3887,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,33,3786,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,34,3607,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,35,3543,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,36,3575,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,37,3633,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,38,3402,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,39,3438,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,40,3556,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,41,3398,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,42,3087,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,43,3451,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,44,4075,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,45,3741,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,46,3983,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,47,3714,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,48,4044,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,49,3916,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,50,4122,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,51,3994,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,52,4047,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,53,3985,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,54,3994,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,55,3803,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,56,4020,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,57,3871,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,58,3978,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,59,3779,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,60,3958,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,61,4520,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,62,5522,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,63,5798,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,64,5793,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,65,5998,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,66,5717,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,67,5587,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,68,5481,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,69,5492,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,70,5736,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,71,5696,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,72,6122,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,73,6096,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,74,6381,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,75,6222,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,76,6260,,2,25,
Rivendell,503,H340702152,12/1/2014,,16,77,6493,,2,25,
Rivendell,503,H340702152,12/1/2014,,standard counts,0,7730,,2,25,
Rivendell,503,H340702152,12/1/2014,,standard counts,0,7724,,2,25,
Rivendell,503,H340702152,12/6/2014,,15,6,3785,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,7,4551,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,8,4625,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,9,4118,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,10,3763,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,10,3710,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,10,3700,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,11,3866,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,12,4155,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,13,4093,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,14,3862,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,15,3770,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,16,3657,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,17,3437,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,18,3871,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,19,3959,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,20,3971,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,21,3951,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,22,3629,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,23,3733,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,24,3707,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,25,3589,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,26,3439,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,27,3475,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,28,3675,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,29,3823,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,30,4314,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,31,4275,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,32,3940,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,33,4319,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,34,3878,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,35,3694,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,36,3787,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,37,3880,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,38,3940,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,39,3892,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,40,3742,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,41,3583,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,42,3933,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,43,3899,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,44,4013,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,45,3970,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,46,4023,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,47,3958,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,48,4142,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,49,4166,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,50,3923,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,51,4106,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,52,3432,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,53,3617,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,54,4442,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,55,4245,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,56,3942,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,57,3850,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,58,4033,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,59,4173,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,60,3572,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,61,3632,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,62,3906,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,63,4210,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,64,4031,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,65,4063,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,66,4031,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,67,4129,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,68,4103,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,69,3970,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,70,4050,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,71,3895,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,72,3738,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,73,3844,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,74,3784,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,75,3365,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,76,3671,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,77,3297,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,78,3228,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,79,3111,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,80,3193,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,81,4856,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,82,5450,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,83,5228,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,84,6239,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,85,5985,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,86,6130,,3,25,
Rivendell,503,H340702152,12/6/2014,,15,87,12066,,3,25,
Rivendell,503,H340702152,12/6/2014,,standard counts,0,7865,,3,25,
Rivendell,503,H340702152,12/6/2014,,standard counts,0,7732,,3,25,
Rivendell,503,H340702152,12/6/2014,,standard counts,0,7718,,3,25,
Rivendell,503,H340702152,4/19/2015,,14,5,2995,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,6,2571,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,7,2717,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,8,2699,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,9,4160,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,10,4224,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,11,4161,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,12,3990,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,13,3958,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,14,3797,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,15,4004,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,16,4142,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,17,4261,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,18,4305,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,19,4177,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,20,4263,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,21,4110,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,22,4110,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,23,4219,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,24,4072,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,25,4015,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,26,4160,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,27,3541,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,28,3196,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,29,3320,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,30,3442,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,31,3778,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,32,3463,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,33,3495,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,34,3522,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,35,3616,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,36,3465,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,37,3399,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,38,3534,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,39,3624,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,40,3378,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,41,3500,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,42,3562,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,43,3385,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,44,3472,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,45,3733,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,46,3709,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,47,3403,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,48,3346,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,49,3652,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,50,3779,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,51,3720,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,52,3849,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,53,3785,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,54,3570,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,55,3696,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,56,3551,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,57,3296,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,58,3294,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,59,3319,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,60,3442,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,61,3619,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,62,3499,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,63,3549,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,64,3824,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,65,3560,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,66,3560,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,67,3725,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,68,4023,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,69,3878,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,70,5301,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,71,5616,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,72,5706,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,73,5996,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,74,5778,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,75,5778,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,76,5835,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,77,5672,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,78,5760,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,79,5691,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,80,5651,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,81,5527,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,82,5717,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,83,5632,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,84,5558,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,85,5634,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,86,5915,,2,25,
Rivendell,503,H340702152,4/19/2015,,14,87,5551,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,3,3399,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,4,3164,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,5,3506,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,6,3617,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,7,4504,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,8,4601,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,9,4445,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,10,5239,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,11,4927,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,12,4519,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,13,4086,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,14,3890,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,15,3756,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,16,3650,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,17,3725,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,18,3751,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,19,4016,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,20,3801,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,21,3976,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,22,3996,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,23,4142,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,24,4125,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,25,3971,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,26,3970,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,27,3907,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,28,3664,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,29,3634,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,30,3714,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,31,3781,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,32,3778,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,33,3948,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,34,3584,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,35,3542,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,36,3693,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,37,3660,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,38,3636,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,39,3515,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,40,3614,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,41,3426,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,42,3237,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,43,3446,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,44,4054,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,45,3600,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,46,3949,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,47,3674,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,48,3766,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,49,3781,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,50,4119,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,51,3979,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,52,3952,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,53,3997,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,54,3790,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,55,3856,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,56,4040,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,57,3929,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,58,3980,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,59,3848,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,60,3903,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,61,4783,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,62,5736,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,63,5864,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,64,5966,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,65,5921,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,66,5895,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,67,5486,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,68,5536,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,69,5669,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,70,5821,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,71,5762,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,72,6033,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,73,6101,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,74,6215,,2,25,
Rivendell,503,H340702152,4/19/2015,,16,75,6199,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,3,6158,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,4,6207,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,5,5346,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,6,6438,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,7,6033,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,8,6829,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,9,6456,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,10,6519,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,11,6496,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,12,6301,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,13,6544,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,14,6675,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,15,6697,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,16,6296,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,17,6529,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,18,6503,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,19,6077,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,20,6324,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,21,6656,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,22,6182,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,23,6450,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,24,6544,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,25,6402,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,26,6406,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,27,6246,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,28,6362,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,29,6746,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,30,6485,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,31,6130,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,32,5910,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,33,6358,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,34,6270,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,35,6187,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,36,6761,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,37,6988,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,38,6457,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,39,6853,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,40,6803,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,41,6116,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,42,5966,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,43,5786,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,44,5618,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,45,6027,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,46,6033,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,47,6202,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,48,6123,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,49,5518,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,50,5366,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,51,5399,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,52,5363,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,53,5439,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,54,5249,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,55,5237,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,56,5365,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,57,5149,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,58,5288,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,59,5252,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,60,5027,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,61,5090,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,62,5266,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,63,5205,,2,25,
Rivendell,503,H340702152,4/19/2015,,5,64,5077,,2,25,
