Site,Probe Model,Serial Number,Date,Time,Hole ID,Cable length (ft),Neutron Count (MD),Gamma Count (WD),Operator,Duration (s),Flag
Rivendell,503,H38118577,10/7/2021,10:40:00,16,57,4109,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,58,4727,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,59,5754,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,60,5726,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,61,6193,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,62,5912,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,63,6232,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,64,6184,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,65,6004,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,66,6020,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,67,5599,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,68,5676,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,69,5842,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,70,5977,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,71,5848,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,72,6497,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,73,6339,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,74,6469,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,75,6208,,HJ,25,
Rivendell,503,H38118577,10/7/2021,10:40:00,16,76,6371,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,3,2977,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,4,3399,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,5,3444,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,6,3290,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,7,3741,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,8,3732,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,9,3532,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,10,3763,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,10,3694,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,10,3678,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,11,3867,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,12,3918,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,13,4295,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,14,4396,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,15,4019,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,16,3957,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,17,3755,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,18,3505,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,19,4101,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,20,4186,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,21,4168,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,22,4250,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,23,3934,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,24,3872,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,25,3605,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,26,3451,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,27,3423,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,28,3367,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,29,3692,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,30,3864,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,31,4112,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,32,4008,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,33,3944,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,34,4107,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,35,3882,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,36,3834,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,37,3971,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,38,3974,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,39,3934,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,40,3834,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,41,3511,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,42,3563,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,43,3667,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,44,3479,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,45,3809,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,46,3826,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,47,3820,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,48,3687,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,49,3969,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,50,3946,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,51,3605,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,52,3875,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,53,3312,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,54,3410,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,55,4400,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,56,4150,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,57,3980,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,58,3933,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,59,4181,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,60,4293,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,61,3785,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,62,3812,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,63,4102,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,64,4280,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,65,4186,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,66,4135,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,67,3965,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,68,4240,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,69,4232,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,70,4108,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,71,4257,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,72,4151,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,73,3962,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,74,5081,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,75,5708,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,76,5703,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,77,5799,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,78,5724,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,79,5602,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,80,5809,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,81,5936,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,82,5783,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,83,5851,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,84,5560,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,85,6705,,HJ,25,
Rivendell,503,H38118577,10/7/2021,12:04:00,15,86,6120,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,3,3457,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,4,3488,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,5,3601,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,6,3701,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,7,4242,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,8,4195,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,9,4298,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,10,4177,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,10,4081,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,10,4094,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,11,4110,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,12,4186,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,13,4308,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,14,4176,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,15,4263,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,16,3962,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,17,4087,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,18,4284,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,19,4120,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,20,4140,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,21,4095,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,22,4520,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,23,4721,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,24,4686,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,25,4714,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,26,4597,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,27,4747,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,28,4734,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,29,5083,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,30,4844,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,31,4560,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,32,4608,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,33,4634,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,34,4468,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,35,4456,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,36,4374,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,37,4375,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,38,4322,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,39,4328,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,40,4165,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,41,4188,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,42,4068,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,43,4094,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,44,4124,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,45,4197,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,46,4220,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,47,4270,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,48,4240,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,49,4046,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,50,4117,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,51,4066,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,52,4418,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,53,4659,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,54,4746,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,55,4600,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,56,4668,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,57,4306,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,58,4187,,HJ,25,
Rivendell,503,H38118577,10/7/2021,13:35:00,10,59,4238,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,3,6069,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,4,6317,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,5,5973,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,6,5384,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,7,6334,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,8,6122,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,9,6094,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,10,5938,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,10,6158,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,10,6122,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,11,6342,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,12,6350,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,13,6385,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,14,6046,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,15,5713,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,16,5533,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,17,6044,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,18,6766,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,19,6174,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,20,6001,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,21,5893,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,22,5820,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,23,5944,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,24,6488,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,25,6638,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,26,6824,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,27,6945,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,28,6871,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,29,6624,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,30,6663,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,31,6483,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,32,6785,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,33,6352,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,34,6346,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,35,6869,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,36,6704,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,37,6974,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,38,6984,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,39,6721,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,40,6073,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,41,7326,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,42,9495,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,43,9073,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,44,9168,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,45,9060,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,46,8754,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,47,8983,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,48,8407,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,49,9075,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,50,8920,,HJ,25,
Rivendell,503,H38118577,10/7/2021,14:32:00,7,51,8990,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,3,5492,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,4,5586,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,5,6270,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,6,6419,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,7,5795,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,8,6106,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,9,6301,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,10,5923,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,10,6076,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,10,6022,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,11,6524,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,12,5832,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,13,6412,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,14,5666,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,15,5946,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,16,5976,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,17,6016,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,18,5888,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,19,5916,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,20,6083,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,21,5925,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,22,6201,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,23,6073,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,24,6304,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,25,6124,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,26,6345,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,27,6304,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,28,6024,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,29,6609,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,30,6883,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,31,7258,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,32,6865,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,33,6578,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,34,6581,,HJ,25,
Rivendell,503,H38118577,10/7/2021,15:50:00,6,35,6556,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,3,5792,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,4,6238,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,5,5420,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,6,6372,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,7,5984,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,8,6666,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,9,6600,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,10,6450,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,10,6569,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,10,6556,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,11,6342,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,12,6308,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,13,6240,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,14,6567,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,15,6615,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,16,6360,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,17,6487,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,18,6552,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,19,6213,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,20,6295,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,21,6679,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,22,6146,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,23,6463,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,24,6437,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,25,6374,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,26,6468,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,27,6424,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,28,6434,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,29,6524,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,30,6521,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,31,6403,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,32,6124,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,33,6225,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,34,6294,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,35,6519,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,36,6934,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,37,7661,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,38,7176,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,39,7966,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,40,7720,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,41,6877,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,42,6821,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,43,6190,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,44,6333,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,45,6682,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,46,6552,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,47,6643,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,48,6492,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,49,5895,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,50,5712,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,51,5550,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,52,5541,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,53,5586,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,54,5558,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,55,5621,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,56,5663,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,57,5568,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,58,5639,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,59,5511,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,60,5400,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,61,5433,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,62,5540,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,63,5411,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,64,5249,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,65,5371,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,66,5498,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,67,5429,,HJ,25,
Rivendell,503,H38118577,10/8/2021,9:50:00,5,68,5490,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,3,179,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,4,3168,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,5,3072,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,6,2513,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,7,2634,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,8,2586,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,9,3397,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,10,3619,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,10,3537,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,10,3619,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,11,3660,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,12,3753,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,13,3756,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,14,3617,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,15,3829,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,16,3783,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,17,4016,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,18,4019,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,19,4113,,HJ,25,
Rivendell,503,H38118577,10/8/2021,11:04:00,14,20,4000,,HJ,25,
